67.8966 0.0933529 8.23994 0.00566466 150.43 0.15113 12.265 0.00616105 908.222 4.00098 310.11 0.0843176 13.2017 0.0949476 49.7691 1.18498 123.747 0.120905 36.2765 0.237286 421.522 2.29088 284.724 0.147983 22.3222 0.154365 94.2355 1.22384 1518205428
67.7195 0.0912368 8.22919 0.00554349 150.373 0.144976 12.2627 0.0059113 777.75 3.44137 309.095 0.0797846 12.8362 0.0885295 48.8604 1.16334 123.705 0.117273 36.2647 0.212042 331.227 1.80014 284.228 0.145968 22.0926 0.151551 83.2099 1.08065 1518207951
67.5022 0.0933886 8.21597 0.00568335 149.839 0.152639 12.2409 0.00623482 808.334 3.5767 308.787 0.0814463 13.0377 0.0918549 46.1098 1.09785 123.529 0.12139 36.3879 0.239135 321.609 1.74787 283.609 0.148935 22.2452 0.154771 87.7267 1.13931 1518210411
67.4893 0.0929941 8.21518 0.00565989 150.176 0.149591 12.2546 0.00610346 760.776 3.36627 308.636 0.0814618 13.0539 0.0928042 85.3012 2.03098 123.638 0.12 36.0115 0.236029 343.791 1.86843 283.631 0.150229 22.3031 0.153789 85.9688 1.11648 1518212896
67.4597 0.0707164 8.21339 0.00430494 150.328 0.095579 12.2608 0.00389774 715.023 3.19207 308.81 0.0796426 12.8905 0.089037 54.7014 1.30241 123.704 0.120296 35.9289 0.235819 412.17 2.24005 284.049 0.147037 22.1747 0.151055 86.0906 1.11806 1518215393
67.5934 0.0930169 8.22152 0.00565691 150.353 0.146658 12.2619 0.00598027 851.699 3.73552 309.034 0.0815583 13.0349 0.0913265 42.005 1.00012 123.72 0.117151 36.2553 0.214075 457.005 2.48372 284.145 0.145744 22.1254 0.149983 74.9226 0.973021 1518217905
67.7225 0.0919553 8.22937 0.00558702 150.372 0.146301 12.2626 0.00596533 740.436 3.29083 308.995 0.0831752 13.2182 0.0951358 57.8308 1.37692 123.804 0.115814 35.8198 0.208465 372.578 2.02488 284.04 0.141921 21.7369 0.144338 94.7491 1.23051 1518220412
67.5131 0.0950954 8.21663 0.00578676 150.114 0.156561 12.2521 0.00638917 798.033 3.54681 309.188 0.080403 12.9393 0.0893062 42.3077 1.00733 123.449 0.117328 36.2805 0.214165 431.716 2.34628 284.128 0.145903 22.1263 0.150368 78.0999 1.01428 1518222905
67.6032 0.0938714 8.22212 0.00570847 150.242 0.148312 12.2573 0.00604992 877.151 3.89845 309.298 0.081502 13.0234 0.0919112 53.5021 1.27386 123.733 0.120238 36.1326 0.23653 365.937 1.98879 284.191 0.149659 22.284 0.153069 88.4202 1.14831 1518225339
67.6754 0.0951845 8.22651 0.00578523 150.095 0.150914 12.2513 0.00615908 797.1 3.54267 309.387 0.0808421 13.0125 0.0910996 54.5626 1.29911 123.643 0.121388 36.5503 0.239724 372.234 2.02301 284.451 0.144599 22.0363 0.148599 85.5971 1.11165 1518227846
